q2_birthyear,q3_gender,q4_province,q6_satisfied_democracy,q9_interest_election,q10_certain_vote,q11_vote_intention,q14_feeling_liberal_party,q15_feeling_cons_party
1985,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,20
1955,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),65,40
1953,(2) Female,(6) Ontario,(1) Very satisfied,(6),(2) Likely,(5) Green Party (Greens),60,0
1994,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,90
1951,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(-8) Refused,NA,50,0
1976,(2) Female,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,(1) Liberal (Grits),75,30
1950,(2) Female,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,85
1980,(1) Male,(5) Quebec,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,75,25
1980,(1) Male,(6) Ontario,(1) Very satisfied,(4),(2) Likely,(1) Liberal (Grits),65,55
1969,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(5) Green Party (Greens),95,0
1993,(2) Female,(6) Ontario,(2) Fairly satisfied,(6),(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",80,0
1969,(1) Male,(6) Ontario,(-8) Refused,(7),(1) Certain,(-9) Don't know / Undecided,50,50
1964,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),65,40
1989,(1) Male,(6) Ontario,(2) Fairly satisfied,(2),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",45,56
1975,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(7) Other,40,NA
1951,(1) Male,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,65,40
1987,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),70,30
1948,(1) Male,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,65,10
1979,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(3) Unlikely,(1) Liberal (Grits),60,30
1975,(1) Male,(6) Ontario,(3) Not very satisfied,(6),(1) Certain,(-9) Don't know / Undecided,30,60
1979,(1) Male,(6) Ontario,(4) Not satisfied at all,(0) No interest at all,(1) Certain,(-9) Don't know / Undecided,0,0
1960,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,25
1978,(1) Male,(6) Ontario,(3) Not very satisfied,(4),(2) Likely,(5) Green Party (Greens),23,25
1977,(1) Male,(6) Ontario,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,65,45
1997,(1) Male,(6) Ontario,(3) Not very satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,30
1992,(2) Female,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,0
1973,(1) Male,(6) Ontario,(1) Very satisfied,(7),(1) Certain,(1) Liberal (Grits),85,60
1976,(1) Male,(6) Ontario,(2) Fairly satisfied,(6),(2) Likely,(-9) Don't know / Undecided,30,60
1948,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,0,0
1970,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),50,9
1950,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,80
1998,(2) Female,(6) Ontario,(1) Very satisfied,(0) No interest at all,(3) Unlikely,(-9) Don't know / Undecided,100,0
1959,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,80,20
1999,(2) Female,(6) Ontario,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,50,50
1969,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),40,0
1971,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),80,60
1993,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,0
1956,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1984,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),90,5
1995,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,75,30
1980,(2) Female,(6) Ontario,(2) Fairly satisfied,(2),(3) Unlikely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,20
1990,(1) Male,(6) Ontario,(1) Very satisfied,(9),(1) Certain,(1) Liberal (Grits),65,30
1984,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,70
1985,(2) Female,(6) Ontario,(2) Fairly satisfied,(5),(1) Certain,(-8) Refused,72,50
1989,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,75
1959,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1978,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),85,70
1988,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),75,45
1984,(1) Male,(6) Ontario,(2) Fairly satisfied,(6),(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,50
1957,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),70,40
1947,(1) Male,(9) Alberta,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,30,20
1961,(2) Female,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),85,0
1963,(1) Male,(10) British Columbia,(4) Not satisfied at all,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,60
1959,(1) Male,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(-8) Refused,84,18
2000,(2) Female,(6) Ontario,(2) Fairly satisfied,(6),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",70,80
1982,(1) Male,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,65,40
1977,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,70
1982,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,65,30
1959,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),90,20
1945,(1) Male,(10) British Columbia,(4) Not satisfied at all,(5),(-8) Refused,NA,5,20
1968,(1) Male,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",0,50
1997,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",65,70
1941,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,50,50
1969,(1) Male,(10) British Columbia,(4) Not satisfied at all,(3),(3) Unlikely,(-9) Don't know / Undecided,NA,NA
1985,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,90
1978,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(5) Green Party (Greens),80,40
1972,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(5) Green Party (Greens),75,10
1962,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",5,80
1958,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),75,50
1947,(1) Male,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,30,60
1947,(1) Male,(10) British Columbia,(3) Not very satisfied,(9),(1) Certain,(-9) Don't know / Undecided,25,25
1949,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,65
1960,(2) Female,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,(5) Green Party (Greens),50,0
1980,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,65,25
1980,(1) Male,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,40
1969,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,0
1960,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,0
1995,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(5) Green Party (Greens),75,50
1972,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(-8) Refused,60,60
1966,(1) Male,(10) British Columbia,(1) Very satisfied,(8),(2) Likely,(1) Liberal (Grits),80,60
1984,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),70,25
1990,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),70,20
1957,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,40,50
1954,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",5,90
1985,(2) Female,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,40,30
1969,(1) Male,(10) British Columbia,(1) Very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,75
1970,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",35,80
1969,(1) Male,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),50,1
1971,(1) Male,(10) British Columbia,(3) Not very satisfied,(5),(1) Certain,(-9) Don't know / Undecided,60,10
1952,(1) Male,(7) Manitoba,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,75
1968,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,80,70
1972,(2) Female,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,60,0
1976,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),75,10
1953,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,0,75
1993,(2) Female,(10) British Columbia,(1) Very satisfied,(6),(1) Certain,(1) Liberal (Grits),70,50
1963,(1) Male,(10) British Columbia,(1) Very satisfied,(6),(1) Certain,(5) Green Party (Greens),25,50
1984,(1) Male,(10) British Columbia,(4) Not satisfied at all,(1),(2) Likely,(-8) Refused,50,10
1983,(2) Female,(10) British Columbia,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),80,10
1987,(1) Male,(10) British Columbia,(3) Not very satisfied,(4),(2) Likely,(-9) Don't know / Undecided,45,30
1956,(2) Female,(10) British Columbia,(4) Not satisfied at all,(0) No interest at all,(3) Unlikely,(1) Liberal (Grits),15,2
1989,(1) Male,(10) British Columbia,(3) Not very satisfied,(8),(1) Certain,(1) Liberal (Grits),25,4
1979,(2) Female,(10) British Columbia,(1) Very satisfied,(5),(2) Likely,(-9) Don't know / Undecided,70,50
2000,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",65,40
1982,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",80,60
1979,(1) Male,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,60,57
1988,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,75
1994,(2) Female,(10) British Columbia,(2) Fairly satisfied,(3),(2) Likely,(1) Liberal (Grits),70,65
1983,(1) Male,(9) Alberta,(2) Fairly satisfied,(7),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,70
1997,(1) Male,(9) Alberta,(2) Fairly satisfied,(8),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,70
1945,(1) Male,(9) Alberta,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-8) Refused,2,90
1963,(1) Male,(9) Alberta,(2) Fairly satisfied,(4),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,30
1990,(1) Male,(9) Alberta,(3) Not very satisfied,(6),(1) Certain,(-9) Don't know / Undecided,50,50
1966,(1) Male,(9) Alberta,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,70
1989,(2) Female,(9) Alberta,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,0
1983,(1) Male,(9) Alberta,(2) Fairly satisfied,(8),(2) Likely,(1) Liberal (Grits),60,58
1998,(2) Female,(9) Alberta,(2) Fairly satisfied,(4),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",85,40
1954,(2) Female,(9) Alberta,(1) Very satisfied,(6),(1) Certain,(1) Liberal (Grits),75,10
1974,(1) Male,(9) Alberta,(2) Fairly satisfied,(3),(1) Certain,(-9) Don't know / Undecided,20,0
1969,(2) Female,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),70,10
1995,(1) Male,(9) Alberta,(4) Not satisfied at all,(10) Great deal of interest,(5) Already voted in advanced poll,"(3) NDP (New Democratic Party, New Democrats, NDPers)",0,0
1957,(1) Male,(9) Alberta,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,70
1993,(2) Female,(9) Alberta,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,50,30
1990,(2) Female,(9) Alberta,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),65,5
1985,(1) Male,(9) Alberta,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),65,0
1964,(2) Female,(9) Alberta,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",5,90
1954,(1) Male,(9) Alberta,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1989,(1) Male,(9) Alberta,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,70
1956,(1) Male,(9) Alberta,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,50,50
1973,(1) Male,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,55,50
1984,(1) Male,(9) Alberta,(2) Fairly satisfied,(6),(1) Certain,(-8) Refused,70,30
1987,(2) Female,(9) Alberta,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,75
1957,(1) Male,(9) Alberta,(2) Fairly satisfied,(6),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",45,60
1970,(2) Female,(9) Alberta,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,80
1958,(2) Female,(9) Alberta,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,80,20
1964,(2) Female,(9) Alberta,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,30
1955,(2) Female,(9) Alberta,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,NA,NA
1957,(2) Female,(9) Alberta,(3) Not very satisfied,(9),(1) Certain,(-9) Don't know / Undecided,20,20
1944,(1) Male,(9) Alberta,(4) Not satisfied at all,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,8
1957,(1) Male,(9) Alberta,(3) Not very satisfied,(8),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,75
1976,(1) Male,(9) Alberta,(1) Very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,80
1955,(2) Female,(9) Alberta,(2) Fairly satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,80
1960,(1) Male,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,75
1986,(1) Male,(9) Alberta,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1968,(1) Male,(9) Alberta,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),65,5
1991,(1) Male,(9) Alberta,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),70,35
1980,(2) Female,(9) Alberta,(2) Fairly satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,80
1991,(2) Female,(9) Alberta,(3) Not very satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,30
1950,(1) Male,(9) Alberta,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1963,(2) Female,(9) Alberta,(4) Not satisfied at all,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,75
1973,(1) Male,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,75
1990,(1) Male,(9) Alberta,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",45,70
1952,(1) Male,(9) Alberta,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1962,(1) Male,(9) Alberta,(4) Not satisfied at all,(10) Great deal of interest,(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1997,(1) Male,(7) Manitoba,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),60,0
1993,(2) Female,(7) Manitoba,(2) Fairly satisfied,(3),(4) Certain not to vote,NA,60,70
1980,(2) Female,(7) Manitoba,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),75,30
1979,(1) Male,(7) Manitoba,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1996,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(-9) Don't know,NA,60,50
1968,(1) Male,(7) Manitoba,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,60
1990,(2) Female,(7) Manitoba,(1) Very satisfied,(6),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,80
1968,(2) Female,(7) Manitoba,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,0,75
1988,(2) Female,(7) Manitoba,(3) Not very satisfied,(3),(3) Unlikely,(-9) Don't know / Undecided,5,0
1973,(1) Male,(7) Manitoba,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,85
1990,(1) Male,(7) Manitoba,(3) Not very satisfied,(6),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,60
1984,(1) Male,(7) Manitoba,(3) Not very satisfied,(8),(1) Certain,(1) Liberal (Grits),55,30
1978,(2) Female,(7) Manitoba,(1) Very satisfied,(5),(1) Certain,(1) Liberal (Grits),85,40
1961,(1) Male,(8) Saskatchewan,(1) Very satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,0
1962,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,70
1986,(1) Male,(8) Saskatchewan,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1949,(1) Male,(8) Saskatchewan,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,10
1990,(1) Male,(9) Alberta,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,65
1953,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,55,50
1948,(2) Female,(8) Saskatchewan,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,70
1998,(1) Male,(8) Saskatchewan,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,90
1966,(1) Male,(8) Saskatchewan,(3) Not very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,0,75
